step,time,component,voltage,current,energy_stored,energy_consumed,total_energy_consumed
131,32.75,storage,4.249461554754862,0.00045863598252340626,0.08928961752669803,NaN,NaN
131,32.75,load,4.249461554754862,0.004249461554754861,NaN,0.001,0.03300000000000002
132,33.0,supply,8.0,NaN,NaN,NaN,NaN
132,33.0,storage,3.11428035913315,0.0008548329662907211,0.048493710776412506,NaN,NaN
132,33.0,load,0.0,0.0,NaN,0.0,0.03300000000000002
133,33.25,supply,8.0,NaN,NaN,NaN,NaN
133,33.25,storage,5.884181909601408,0.0006224929265765396,0.17311798372640236,NaN,NaN
133,33.25,load,5.884181909601408,0.0058841819096014086,NaN,0.001,0.03400000000000002
134,33.5,supply,8.0,NaN,NaN,NaN,NaN
134,33.5,storage,4.343434363433568,0.0004549237899312101,0.09332711034727781,NaN,NaN
134,33.5,load,4.343434363433568,0.004343434363433568,NaN,0.001,0.035000000000000024
135,33.75,supply,8.0,NaN,NaN,NaN,NaN
135,33.75,storage,3.2174413069587278,0.0008295688340668528,0.05175964281862143,NaN,NaN
135,33.75,load,0.0,0.0,NaN,0.0,0.035000000000000024
136,34.0,supply,8.0,NaN,NaN,NaN,NaN
136,34.0,storage,5.946713784371553,0.0006105152720868894,0.1768170241661732,NaN,NaN
136,34.0,load,5.946713784371553,0.005946713784371553,NaN,0.001,0.036000000000000025
137,34.25,supply,8.0,NaN,NaN,NaN,NaN
137,34.25,storage,4.435612425294171,0.00045084799485844973,0.0973732879371202,NaN,NaN
137,34.25,load,4.435612425294171,0.004435612425294172,NaN,0.001,0.037000000000000026
138,34.5,supply,8.0,NaN,NaN,NaN,NaN
138,34.5,storage,3.3197074694047863,0.0008050513697912209,0.05510228841210966,NaN,NaN
138,34.5,load,0.0,0.0,NaN,0.0,0.037000000000000026
139,34.75,supply,8.0,NaN,NaN,NaN,NaN
139,34.75,storage,6.007397562946654,0.0005985177512137916,0.180444127396487,NaN,NaN
139,34.75,load,6.007397562946654,0.006007397562946654,NaN,0.001,0.03800000000000003
140,35.0,supply,8.0,NaN,NaN,NaN,NaN
140,35.0,storage,4.525991562733803,0.0004464383112781931,0.10142299812968787,NaN,NaN
140,35.0,load,4.525991562733803,0.004525991562733803,NaN,0.001,0.03900000000000003
141,35.25,supply,8.0,NaN,NaN,NaN,NaN
141,35.25,storage,3.421001123083217,0.0007812585060909988,0.058516243420683164,NaN,NaN
141,35.25,load,0.0,0.0,NaN,0.0,0.03900000000000003
142,35.5,supply,8.0,NaN,NaN,NaN,NaN
142,35.5,storage,6.066287864823709,0.000586522722984114,0.18399924229453696,NaN,NaN
142,35.5,load,6.066287864823709,0.006066287864823708,NaN,0.001,0.04000000000000003
143,35.75,supply,8.0,NaN,NaN,NaN,NaN
143,35.75,storage,4.61457105387238,0.0004417232102077704,0.10547133005618425,NaN,NaN
143,35.75,load,4.61457105387238,0.00461457105387238,NaN,0.001,0.04100000000000003
144,36.0,supply,8.0,NaN,NaN,NaN,NaN
144,36.0,storage,3.5212510767990004,0.0007581688277827897,0.0619960457292906,NaN,NaN
144,36.0,load,0.0,0.0,NaN,0.0,0.04100000000000003
145,36.25,supply,8.0,NaN,NaN,NaN,NaN
145,36.25,storage,6.123437695249619,0.0005745506177196494,0.18748244603801983,NaN,NaN
145,36.25,load,6.123437695249619,0.006123437695249619,NaN,0.001,0.04200000000000003
146,36.5,supply,8.0,NaN,NaN,NaN,NaN
146,36.5,storage,4.701353336365067,0.00043672991401029834,0.10951361596675471,NaN,NaN
146,36.5,load,4.701353336365067,0.004701353336365067,NaN,0.001,0.04300000000000003
147,36.75,supply,8.0,NaN,NaN,NaN,NaN
147,36.75,storage,3.6203923894671055,0.0007357615525975164,0.06553620526855669,NaN,NaN
147,36.75,load,0.0,0.0,NaN,0.0,0.04300000000000003
148,37.0,supply,8.0,NaN,NaN,NaN,NaN
148,37.0,storage,6.178898492929498,0.0005626200678754781,0.19089393292963214,NaN,NaN
148,37.0,load,6.178898492929498,0.006178898492929498,NaN,0.001,0.04400000000000003
149,37.25,supply,8.0,NaN,NaN,NaN,NaN
149,37.25,storage,4.7863437312693415,0.0004314843988162869,0.11354543156930662,NaN,NaN
149,37.25,load,4.7863437312693415,0.004786343731269341,NaN,0.001,0.04500000000000003
150,37.5,supply,8.0,NaN,NaN,NaN,NaN
150,37.5,storage,3.71836608798578,0.0007140165124749755,0.06913123182141337,NaN,NaN
150,37.5,load,0.0,0.0,NaN,0.0,0.04500000000000003
151,37.75,supply,8.0,NaN,NaN,NaN,NaN
151,37.75,storage,6.232720176324975,0.0005507480307115688,0.1942340039818421,NaN,NaN
151,37.75,load,6.232720176324975,0.006232720176324974,NaN,0.001,0.046000000000000034
152,38.0,supply,8.0,NaN,NaN,NaN,NaN
152,38.0,storage,4.869550185715799,0.000426011403890564,0.11756259505602384,NaN,NaN
152,38.0,load,4.869550185715799,0.004869550185715799,NaN,0.001,0.047000000000000035
153,38.25,supply,8.0,NaN,NaN,NaN,NaN
153,38.25,storage,3.8151188867230417,0.0006929141354112227,0.0727756605991543,NaN,NaN
153,38.25,load,0.0,0.0,NaN,0.0,0.047000000000000035
154,38.5,supply,8.0,NaN,NaN,NaN,NaN
154,38.5,storage,6.284951188584176,0.000538949903289388,0.19750305721442826,NaN,NaN
154,38.5,load,6.284951188584176,0.0062849511885841765,NaN,0.001,0.048000000000000036
155,38.75,supply,8.0,NaN,NaN,NaN,NaN
155,38.75,storage,4.950983033207205,0.0004203344468995246,0.12156116497552809,NaN,NaN
155,38.75,load,4.950983033207205,0.004950983033207205,NaN,0.001,0.04900000000000004
156,39.0,supply,8.0,NaN,NaN,NaN,NaN
156,39.0,storage,3.9106029100273973,0.0006724354278424471,0.07646407559957374,NaN,NaN
156,39.0,load,0.0,0.0,NaN,0.0,0.04900000000000004
157,39.25,supply,8.0,NaN,NaN,NaN,NaN
157,39.25,storage,6.335638541143837,0.0005272396302561746,0.20070157862013602,NaN,NaN
157,39.25,load,6.335638541143837,0.0063356385411438365,NaN,0.001,0.05000000000000004
158,39.5,supply,8.0,NaN,NaN,NaN,NaN
158,39.5,storage,5.030654770441091,0.0004144758441505876,0.1255374370968085,NaN,NaN
158,39.5,load,5.030654770441091,0.005030654770441091,NaN,0.001,0.05100000000000004
159,39.75,supply,8.0,NaN,NaN,NaN,NaN
159,39.75,storage,4.004775418955252,0.0003266705108674363,0.07919113078134109,NaN,NaN
159,39.75,load,4.004775418955252,0.004004775418955252,NaN,0.001,0.05200000000000004
160,40.0,supply,8.0,NaN,NaN,NaN,NaN
160,40.0,storage,3.1962252065175996,0.0006460688575828972,0.051079277853892366,NaN,NaN
160,40.0,load,0.0,0.0,NaN,0.0,0.05200000000000004
161,40.25,supply,8.0,NaN,NaN,NaN,NaN
161,40.25,storage,6.4008990873988445,0.00051178417860637,0.20485754563531683,NaN,NaN
161,40.25,load,6.4008990873988445,0.006400899087398845,NaN,0.001,0.05300000000000004
162,40.5,supply,8.0,NaN,NaN,NaN,NaN
162,40.5,storage,5.134169485037117,0.0004064181847854549,0.13079848150543147,NaN,NaN
162,40.5,load,5.134169485037117,0.005134169485037117,NaN,0.001,0.05400000000000004
163,40.75,supply,8.0,NaN,NaN,NaN,NaN
163,40.75,storage,4.128233844338421,0.00032353723960700827,0.0842115733677059,NaN,NaN
163,40.75,load,4.128233844338421,0.0041282338443384215,NaN,0.001,0.05500000000000004
164,41.0,supply,8.0,NaN,NaN,NaN,NaN
164,41.0,storage,3.327438868626963,0.0006207361353308541,0.05535924712224742,NaN,NaN
164,41.0,load,0.0,0.0,NaN,0.0,0.05500000000000004
165,41.25,supply,8.0,NaN,NaN,NaN,NaN
165,41.25,storage,6.463600731033967,0.0004965335719024452,0.20889067205111417,NaN,NaN
165,41.25,load,6.463600731033967,0.006463600731033967,NaN,0.001,0.05600000000000004
166,41.5,supply,8.0,NaN,NaN,NaN,NaN
166,41.5,storage,5.234618280251726,0.0003981219924111355,0.1360061426997277,NaN,NaN
166,41.5,load,5.234618280251726,0.005234618280251726,NaN,0.001,0.057000000000000044
167,41.75,supply,8.0,NaN,NaN,NaN,NaN
167,41.75,storage,4.249216749255395,0.0003199610337241371,0.08927921491076293,NaN,NaN
167,41.75,load,4.249216749255395,0.004249216749255395,NaN,0.001,0.058000000000000045
168,42.0,supply,8.0,NaN,NaN,NaN,NaN
168,42.0,storage,3.4572733286434105,0.0005963967233261119,0.05976369434474543,NaN,NaN
168,42.0,load,0.0,0.0,NaN,0.0,0.058000000000000045
169,42.25,supply,8.0,NaN,NaN,NaN,NaN
169,42.25,storage,6.523843808056085,0.0004815106216268477,0.21280269015955863,NaN,NaN
169,42.25,load,6.523843808056085,0.006523843808056085,NaN,0.001,0.059000000000000045
170,42.5,supply,8.0,NaN,NaN,NaN,NaN
170,42.5,storage,5.332045030830788,0.0003896307106560162,0.14115352105403647,NaN,NaN
170,42.5,load,5.332045030830788,0.005332045030830787,NaN,0.001,0.060000000000000046
171,42.75,supply,8.0,NaN,NaN,NaN,NaN
171,42.75,storage,4.36766048005939,0.0003159841498433686,0.09438229034536313,NaN,NaN
171,42.75,load,4.36766048005939,0.0043676604800593904,NaN,0.001,0.06100000000000005
172,43.0,supply,8.0,NaN,NaN,NaN,NaN
172,43.0,storage,3.585560342509892,0.0005730116733167783,0.06428121484889827,NaN,NaN
172,43.0,load,0.0,0.0,NaN,0.0,0.06100000000000005
173,43.25,supply,8.0,NaN,NaN,NaN,NaN
173,43.25,storage,6.581724720240977,0.0004667348734448323,0.21659550146515585,NaN,NaN
173,43.25,load,6.581724720240977,0.006581724720240978,NaN,0.001,0.06200000000000005
174,43.5,supply,8.0,NaN,NaN,NaN,NaN
174,43.5,storage,5.42649776059349,0.0003809844243546423,0.14623438972863081,NaN,NaN
174,43.5,load,5.42649776059349,0.00542649776059349,NaN,0.001,0.06300000000000004
175,43.75,supply,8.0,NaN,NaN,NaN,NaN
175,43.75,storage,4.483513845610149,0.00031164715258653837,0.09950948201888955,NaN,NaN
175,43.75,load,4.483513845610149,0.004483513845610149,NaN,0.001,0.06400000000000004
176,44.0,supply,8.0,NaN,NaN,NaN,NaN
176,44.0,storage,3.7121483165933897,0.0005505435642337617,0.06890022562193568,NaN,NaN
176,44.0,load,0.0,0.0,NaN,0.0,0.06400000000000004
177,44.25,supply,8.0,NaN,NaN,NaN,NaN
177,44.25,storage,6.637336089396724,0.0004522229175782796,0.220271151818041,NaN,NaN
177,44.25,load,6.637336089396724,0.006637336089396724,NaN,0.001,0.06500000000000004
178,44.5,supply,8.0,NaN,NaN,NaN,NaN
178,44.5,storage,5.518028028481876,0.0003722200093197457,0.1512431666155579,NaN,NaN
178,44.5,load,5.518028028481876,0.005518028028481876,NaN,0.001,0.06600000000000004
179,44.75,supply,8.0,NaN,NaN,NaN,NaN
179,44.75,storage,4.596737132619055,0.00030698880463074545,0.10464996133199428,NaN,NaN
179,44.75,load,4.596737132619055,0.0045967371326190555,NaN,0.001,0.06700000000000005
180,45.0,supply,8.0,NaN,NaN,NaN,NaN
180,45.0,storage,3.836901595150242,0.000528956442309077,0.07360906925433236,NaN,NaN
180,45.0,load,0.0,0.0,NaN,0.0,0.06700000000000005
181,45.25,supply,8.0,NaN,NaN,NaN,NaN
181,45.25,storage,6.690766905578368,0.00043798867299221084,0.22383180892391366,NaN,NaN
181,45.25,load,6.690766905578368,0.006690766905578368,NaN,0.001,0.06800000000000005
182,45.5,supply,8.0,NaN,NaN,NaN,NaN
182,45.5,storage,5.606690373378475,0.00036337128720016304,0.15617488471467433,NaN,NaN
182,45.5,load,5.606690373378475,0.005606690373378475,NaN,0.001,0.06900000000000005
183,45.75,supply,8.0,NaN,NaN,NaN,NaN
183,45.75,storage,4.707301167174118,0.00030204598992745405,0.10979342139239408,NaN,NaN
183,45.75,load,4.707301167174118,0.004707301167174118,NaN,0.001,0.07000000000000005
184,46.0,supply,8.0,NaN,NaN,NaN,NaN
184,46.0,storage,3.959699711893421,0.0005082157635421462,0.07839610904184421,NaN,NaN
184,46.0,load,0.0,0.0,NaN,0.0,0.07000000000000005
185,46.25,supply,8.0,NaN,NaN,NaN,NaN
185,46.25,storage,6.742102669490979,0.0004240436474985223,0.22727974202978693,NaN,NaN
185,46.25,load,6.742102669490979,0.006742102669490979,NaN,0.001,0.07100000000000005
186,46.5,supply,8.0,NaN,NaN,NaN,NaN
186,46.5,storage,5.692541812720222,0.00035446918298638575,0.16102516144784018,NaN,NaN
186,46.5,load,5.692541812720222,0.0056925418127202225,NaN,0.001,0.07200000000000005
187,46.75,supply,8.0,NaN,NaN,NaN,NaN
187,46.75,storage,4.8151864235080355,0.0002968536655654258,0.11493010146568053,NaN,NaN
187,46.75,load,4.8151864235080355,0.004815186423508036,NaN,0.001,0.07300000000000005
188,47.0,supply,8.0,NaN,NaN,NaN,NaN
188,47.0,storage,4.080436617905833,0.00024905370202420505,0.08224981496373397,NaN,NaN
188,47.0,load,4.080436617905833,0.004080436617905833,NaN,0.001,0.07400000000000005
189,47.25,supply,8.0,NaN,NaN,NaN,NaN
189,47.25,storage,3.463997677196635,0.0004834297882763868,0.059996399538118424,NaN,NaN
189,47.25,load,0.0,0.0,NaN,0.0,0.07400000000000005
190,47.5,supply,8.0,NaN,NaN,NaN,NaN
190,47.5,storage,6.803451046218919,0.00040703311157270225,0.23143473069148657,NaN,NaN
190,47.5,load,6.803451046218919,0.00680345104621892,NaN,0.001,0.07500000000000005
191,47.75,supply,8.0,NaN,NaN,NaN,NaN
191,47.75,storage,5.795993385111518,0.0003433091764688227,0.16696769660128238,NaN,NaN
191,47.75,load,5.795993385111518,0.005795993385111518,NaN,0.001,0.07600000000000005
192,48.0,supply,8.0,NaN,NaN,NaN,NaN
192,48.0,storage,4.9462604023927135,0.0002900624846001756,0.12132745984139064,NaN,NaN
192,48.0,load,4.9462604023927135,0.004946260402392714,NaN,0.001,0.07700000000000005
193,48.25,supply,8.0,NaN,NaN,NaN,NaN
193,48.25,storage,4.228319615754527,0.00024549318993589514,0.08839343386487257,NaN,NaN
193,48.25,load,4.228319615754527,0.004228319615754528,NaN,0.001,0.07800000000000006
194,48.5,supply,8.0,NaN,NaN,NaN,NaN
194,48.5,storage,3.6206933860480626,0.0004598526392886494,0.06554710297886093,NaN,NaN
194,48.5,load,0.0,0.0,NaN,0.0,0.07800000000000006
195,48.75,supply,8.0,NaN,NaN,NaN,NaN
195,48.75,storage,6.861807427307891,0.0003905029124502694,0.2354220058472887,NaN,NaN
195,48.75,load,6.861807427307891,0.0068618074273078915,NaN,0.001,0.07900000000000006
196,49.0,supply,8.0,NaN,NaN,NaN,NaN
196,49.0,storage,5.895264068433003,0.00033215903503681926,0.17277069218278623,NaN,NaN
196,49.0,load,5.895264068433003,0.005895264068433003,NaN,0.001,0.08000000000000006
197,49.25,supply,8.0,NaN,NaN,NaN,NaN
197,49.25,storage,5.073129074891786,0.0002829930527830313,0.12768319305256193,NaN,NaN
197,49.25,load,5.073129074891786,0.0050731290748917855,NaN,0.001,0.08100000000000006
198,49.5,supply,8.0,NaN,NaN,NaN,NaN
198,49.5,storage,4.372686012741761,0.00024149336911170557,0.09460191483013722,NaN,NaN
198,49.5,load,4.372686012741761,0.004372686012741761,NaN,0.001,0.08200000000000006
199,49.75,supply,8.0,NaN,NaN,NaN,NaN
199,49.75,storage,3.774959837890335,0.00043742536142567635,0.07125160888842512,NaN,NaN
199,49.75,load,0.0,0.0,NaN,0.0,0.08200000000000006
200,50.0,supply,8.0,NaN,NaN,NaN,NaN
200,50.0,storage,6.917317734107098,0.00037446286191321126,0.23924642317296282,NaN,NaN
200,50.0,load,6.917317734107098,0.006917317734107098,NaN,0.001,0.08300000000000006
201,50.25,supply,8.0,NaN,NaN,NaN,NaN
201,50.25,storage,5.990475498651067,0.00032106234908008206,0.17842898349969377,NaN,NaN
201,50.25,load,5.990475498651067,0.005990475498651067,NaN,0.001,0.08400000000000006
202,50.5,supply,8.0,NaN,NaN,NaN,NaN
202,50.5,storage,5.195806185326436,0.00027570083439226056,0.13398200957738227,NaN,NaN
202,50.5,load,5.195806185326436,0.005195806185326436,NaN,0.001,0.08500000000000006
203,50.75,supply,8.0,NaN,NaN,NaN,NaN
203,50.75,storage,4.513412272190025,0.00023710854117043256,0.10085445169377762,NaN,NaN
203,50.75,load,4.513412272190025,0.004513412272190025,NaN,0.001,0.08600000000000006
204,51.0,supply,8.0,NaN,NaN,NaN,NaN
204,51.0,storage,3.9265390927742887,0.0004160918748109629,0.07708854623542367,NaN,NaN
204,51.0,load,0.0,0.0,NaN,0.0,0.08600000000000006
205,51.25,supply,8.0,NaN,NaN,NaN,NaN
205,51.25,storage,6.970120771297566,0.0003589191301953375,0.24291291783236887,NaN,NaN
205,51.25,load,6.970120771297566,0.0069701207712975655,NaN,0.001,0.08700000000000006
206,51.5,supply,8.0,NaN,NaN,NaN,NaN
206,51.5,storage,6.081751208349341,0.0003100573341666987,0.18393848880129335,NaN,NaN
206,51.5,load,6.081751208349341,0.006081751208349341,NaN,0.001,0.08800000000000006
207,51.75,supply,8.0,NaN,NaN,NaN,NaN
207,51.75,storage,5.314320677988215,0.00026823668359327783,0.1402100213424656,NaN,NaN
207,51.75,load,5.314320677988215,0.005314320677988215,NaN,0.001,0.08900000000000007
208,52.0,supply,8.0,NaN,NaN,NaN,NaN
208,52.0,storage,4.650401467995833,0.00023239025688212743,0.10713116906768899,NaN,NaN
208,52.0,load,4.650401467995833,0.004650401467995832,NaN,0.001,0.09000000000000007
209,52.25,supply,8.0,NaN,NaN,NaN,NaN
209,52.25,storage,4.07520663001814,0.00020162025437249847,0.08203654538671905,NaN,NaN
209,52.25,load,4.07520663001814,0.004075206630018141,NaN,0.001,0.09100000000000007
210,52.5,supply,8.0,NaN,NaN,NaN,NaN
210,52.5,storage,3.5761713817132477,0.00039186057040954214,0.0639450087569242,NaN,NaN
210,52.5,load,0.0,0.0,NaN,0.0,0.09100000000000007
211,52.75,supply,8.0,NaN,NaN,NaN,NaN
211,52.75,storage,7.0300962685329464,0.00034092583017113567,0.24711126772420428,NaN,NaN
211,52.75,load,7.0300962685329464,0.007030096268532946,NaN,0.001,0.09200000000000007
212,53.0,supply,8.0,NaN,NaN,NaN,NaN
212,53.0,storage,6.186262364828622,0.00029701885841980596,0.19034921023247503,NaN,NaN
212,53.0,load,6.186262364828622,0.006186262364828622,NaN,0.001,0.09300000000000007
213,53.25,supply,8.0,NaN,NaN,NaN,NaN
213,53.25,storage,5.45110368633138,0.0002591177642370063,0.1475726569956778,NaN,NaN
213,53.25,load,5.45110368633138,0.00545110368633138,NaN,0.001,0.09400000000000007
214,53.5,supply,8.0,NaN,NaN,NaN,NaN
214,53.5,storage,4.809754937820619,0.0002263563848730049,0.11466871280944914,NaN,NaN
214,53.5,load,4.809754937820619,0.004809754937820619,NaN,0.001,0.09500000000000007
215,53.75,supply,8.0,NaN,NaN,NaN,NaN
215,53.75,storage,4.249494684791666,0.00019799952372836368,0.08929102538036313,NaN,NaN
215,53.75,load,4.249494684791666,0.0042494946847916664,NaN,0.001,0.09600000000000007
216,54.0,supply,8.0,NaN,NaN,NaN,NaN
216,54.0,storage,3.759421195917464,0.00036904038732180007,0.07066623864156749,NaN,NaN
216,54.0,load,0.0,0.0,NaN,0.0,0.09600000000000007
217,54.25,supply,8.0,NaN,NaN,NaN,NaN
217,54.25,storage,7.086579064713308,0.00032365148386367606,0.2510980142021647,NaN,NaN
217,54.25,load,7.086579064713308,0.007086579064713308,NaN,0.001,0.09700000000000007
218,54.5,supply,8.0,NaN,NaN,NaN,NaN
218,54.5,storage,6.285501320233548,0.0002842090760327074,0.19653763423328838,NaN,NaN
218,54.5,load,6.285501320233548,0.006285501320233548,NaN,0.001,0.09800000000000007
219,54.75,supply,8.0,NaN,NaN,NaN,NaN
219,54.75,storage,5.582048449043081,0.00024988988521652204,0.15479632443732133,NaN,NaN
219,54.75,load,5.582048449043081,0.005582048449043081,NaN,0.001,0.09900000000000007
220,55.0,supply,8.0,NaN,NaN,NaN,NaN
220,55.0,storage,4.963539850757541,0.00021999035684849714,0.12218363925029095,NaN,NaN
220,55.0,load,4.963539850757541,0.004963539850757541,NaN,0.001,0.10000000000000007
221,55.25,supply,8.0,NaN,NaN,NaN,NaN
221,55.25,storage,4.419036310196854,0.000193908459616875,0.09663940955419115,NaN,NaN
221,55.25,load,4.419036310196854,0.004419036310196854,NaN,0.001,0.10100000000000008
222,55.5,supply,8.0,NaN,NaN,NaN,NaN
222,55.5,storage,3.9390887146812434,0.0003475491482398655,0.07758209951064565,NaN,NaN
222,55.5,load,0.0,0.0,NaN,0.0,0.10100000000000008
223,55.75,supply,8.0,NaN,NaN,NaN,NaN
223,55.75,storage,7.1397725589136405,0.00030709141391464453,0.2548817609650812,NaN,NaN
223,55.75,load,7.1397725589136405,0.00713977255891364,NaN,0.001,0.10200000000000008
224,56.0,supply,8.0,NaN,NaN,NaN,NaN
224,56.0,storage,6.3796830506836635,0.0002716686063957807,0.2025017791359021,NaN,NaN
224,56.0,load,6.3796830506836635,0.006379683050683664,NaN,0.001,0.10300000000000008
225,56.25,supply,8.0,NaN,NaN,NaN,NaN
225,56.25,storage,5.707269404191137,0.00024061670782695973,0.16186462026008128,NaN,NaN
225,56.25,load,5.707269404191137,0.005707269404191136,NaN,0.001,0.10400000000000008
226,56.5,supply,8.0,NaN,NaN,NaN,NaN
226,56.5,storage,5.111713075237753,0.00021336389493133208,0.12964805281778302,NaN,NaN
226,56.5,load,5.111713075237753,0.005111713075237753,NaN,0.001,0.10500000000000008
227,56.75,supply,8.0,NaN,NaN,NaN,NaN
227,56.75,storage,4.583610853475652,0.0001894171319700517,0.10404744228049898,NaN,NaN
227,56.75,load,4.583610853475652,0.004583610853475652,NaN,0.001,0.10600000000000008
228,57.0,supply,8.0,NaN,NaN,NaN,NaN
228,57.0,storage,4.114779853435167,0.00016835079724707668,0.08365706621117969,NaN,NaN
228,57.0,load,4.114779853435167,0.004114779853435167,NaN,0.001,0.10700000000000008
229,57.25,supply,8.0,NaN,NaN,NaN,NaN
229,57.25,storage,3.6980906563701472,0.0003240526779324269,0.06837937251366094,NaN,NaN
229,57.25,load,0.0,0.0,NaN,0.0,0.10700000000000008
230,57.5,supply,8.0,NaN,NaN,NaN,NaN
230,57.5,storage,7.19792925021757,0.0002886624255301445,0.25905092745568836,NaN,NaN
230,57.5,load,7.19792925021757,0.007197929250217569,NaN,0.001,0.10800000000000008
231,57.75,supply,8.0,NaN,NaN,NaN,NaN
231,57.75,storage,6.483453784203192,0.00025742229481965186,0.20917586485949344,NaN,NaN
231,57.75,load,6.483453784203192,0.006483453784203192,NaN,0.001,0.10900000000000008
232,58.0,supply,8.0,NaN,NaN,NaN,NaN
232,58.0,storage,5.8463015337293776,0.00022981480569754566,0.16989620811643236,NaN,NaN
232,58.0,load,5.8463015337293776,0.0058463015337293775,NaN,0.001,0.11000000000000008
233,58.25,supply,8.0,NaN,NaN,NaN,NaN
233,58.25,storage,5.277481258294497,0.0002053905927107082,0.13825904215824833,NaN,NaN
233,58.25,load,5.277481258294497,0.005277481258294497,NaN,0.001,0.11100000000000008
234,58.5,supply,8.0,NaN,NaN,NaN,NaN
234,58.5,storage,4.769113952877297,0.00018375899341310434,0.11272223947764459,NaN,NaN
234,58.5,load,4.769113952877297,0.004769113952877297,NaN,0.001,0.11200000000000009
235,58.75,supply,8.0,NaN,NaN,NaN,NaN
235,58.75,storage,4.314287550680901,0.00016457999570616523,0.09206538534980105,NaN,NaN
235,58.75,load,4.314287550680901,0.004314287550680901,NaN,0.001,0.11300000000000009
236,59.0,supply,8.0,NaN,NaN,NaN,NaN
236,59.0,storage,3.906931557212582,0.0003021447142281675,0.07632057096371765,NaN,NaN
236,59.0,load,0.0,0.0,NaN,0.0,0.11300000000000009
237,59.25,supply,8.0,NaN,NaN,NaN,NaN
237,59.25,storage,7.252154189775532,0.0002711746562962726,0.26296870196139405,NaN,NaN
237,59.25,load,7.252154189775532,0.007252154189775532,NaN,0.001,0.11400000000000009
238,59.5,supply,8.0,NaN,NaN,NaN,NaN
238,59.5,storage,6.580963131317751,0.000243628775351094,0.21554537867881768,NaN,NaN
238,59.5,load,6.580963131317751,0.006580963131317751,NaN,0.001,0.11500000000000009
239,59.75,supply,8.0,NaN,NaN,NaN,NaN
239,59.75,storage,5.977951559985591,0.00021910312467060666,0.17767952426767084,NaN,NaN
239,59.75,load,5.977951559985591,0.005977951559985591,NaN,0.001,0.11600000000000009
240,60.0,supply,8.0,NaN,NaN,NaN,NaN
240,60.0,storage,5.435644029600447,0.00019724420047006696,0.14673113008265495,NaN,NaN
240,60.0,load,5.435644029600447,0.005435644029600447,NaN,0.001,0.11700000000000009
